Tanggal,Tweet,Username,Likes,Replies,Retweets
2022-12-30 06:42:22+00:00,"whatever it is, i just want blackpink to stay blackpink",hayamacawadib,0,0,0
2022-12-30 13:05:31+00:00,"@Koreaboo People saying blackpink is over and so but yg just created this whole chaos of blackpink leaving yg to promote their new girl group
Whether they leave or not you hypocrites need not worry, my girls are booked for the greatest events of 2023",TravisPatel125,0,0,0
2022-12-30 17:15:19+00:00,.@BLACKPINK has returned to #1 on Spotify Thailand Top Artists chart. 🇹🇭 https://t.co/FOFZgQL01Z,BPxSpotify,1388,3,367
2022-12-30 19:07:48+00:00,@jennieManduy Blackpink Onli Best Biggest GG the World y soporten,NoraElizabethV8,1,0,0
2022-12-30 06:36:07+00:00,@kchartsmaster The saddest thing that we had onky 2 tour if blackpink and 37 songs😞,AniMeHu46619267,2,1,0
2022-12-30 06:56:31+00:00,"@paji_treasure On the bright side, Blacklabel can focus on Blackpink and YG on the new gg.. I think they're rebranding themselves since naghire ng new CEO blacklabel and skilled daw.",08pinksure,0,1,0
2022-12-30 12:05:22+00:00,@MTV @BLACKPINK @ivourth Woowwo.. so cool. 💗💗,jb_0ne,0,0,0
2022-12-30 09:45:55+00:00,"PH GO PRE-ORDER: Blackpink Tour Hoodie

🔸 PHP 4,100 + LSF
🔸 Release Date: Jan 8 - 15, 2023
🧾 DOP: 50% DP + balance upon arrival
📦 Normal ETA
📩 DM to order

🏷 PH GO WTS LFB https://t.co/BuNwi6FFoU",halmeoni_mnl,1,0,1
2022-12-30 07:43:47+00:00,let that BLACKPINK ENTERTAINMENT become real ✨,imyoursjennie,51,0,6
2022-12-30 12:57:04+00:00,BLACKPINK - ‘B.P.M.’ Roll #3 https://t.co/UPZT7Bmely ผ่าน @YouTube,qealiengirlx,0,0,0
2022-12-30 11:02:22+00:00,@M4NIACIN pour blackpink c’est faux,hayenrei,1,0,0
2022-12-30 09:12:33+00:00,BLACKPINK - ‘B.P.M.’ Roll #5 https://t.co/xhISCAWusY via @YouTube,nxxmjslch,0,0,0
2022-12-30 07:45:39+00:00,So is blackpink still part of the big 3?,_youngsoo,0,0,0
2022-12-30 14:40:46+00:00,"me voy a clavar un machete por la yugular donde esta el solo de mi jisoo

We would like to hear the official news and agency's plans regarding JISOO's career as a solo-singer. Please give us a confirmation about her solo music. We need JISOO SOLO UPDATE asap! @BLACKPINK",kissjichuu,0,0,0
2022-12-30 20:16:58+00:00,WTF VOTE BLACKPINK HARRIES PLEASE,nayeonrrie,0,1,0
2022-12-30 23:55:52+00:00,trsr stans deluding themselves that their fave group can sustain yge uhm.... their earnings is just a small portion of what BLACKPINK earned and soon their new gg will even surpass them.,mangoxx123,0,0,0
2022-12-30 09:56:48+00:00,"WTS TIKET BLACKPINK BORN PINK IN JAKARTA

CAT 1 DAY 1 left (1 tiket)
CAT 2 DAY 1 (3 tiket) booked 3 tiket
CAT 1 DAY 2 left (1 tiket)
CAT 2 DAY 2 (5 tiket) booked 1 tiket

COD Jakarta✅
Trusted ✅
Proof, KTP, VC, sosmed✅
no fee✅
cicilan sampai hari-h",kyudimarkeu,0,0,0
2022-12-30 16:33:01+00:00,"MY HOLY FOUR 🔥
#BLACKPINK https://t.co/7H1kvDuqo6",minimrvrdm,3,0,0
2022-12-30 07:07:10+00:00,like blackpink but prettier,Pingpu_per,0,0,0
2022-12-30 09:19:54+00:00,Blackpink went from one basement to another,jwchanel,1,0,0
2022-12-30 07:59:58+00:00,@BBU_BLACKPINK @BLACKPINK Then give us Jisoo SOLO Update,lynnlynnhtwe,0,0,0
2022-12-30 20:34:33+00:00,"@garbeyge The fact that 4 , a r&amp;b album, was released before streaming era and you're comparing it with a 2020 gay pop album with a blackpink collab 
The way you thought you ate 😭😭",RElNASSANCE,26,0,1
2022-12-30 06:34:40+00:00,@GAINPINKMOOTS BLACKPINK ENTERTAINMENT,nikil0v3b0t,0,0,0
2022-12-30 08:26:16+00:00,@BBU_BLACKPINK @BLACKPINK @THEBLACKLABEL the way they address the issue after the announcement of the new gg is something… something only yg would do. 😂,theanthemlead,0,0,0
2022-12-30 11:38:39+00:00,@xsxions no like I thought you meant blackpink I genuinely thought that was gonna be the correct context you kind of gagged me,keitAboo_offcl,1,1,0
2022-12-30 09:55:58+00:00,BLACKPINK - ‘B.P.M.’ Roll #5 https://t.co/2PQ7vH9Z19 via @YouTube MAMBow number 5 remix duplicate to some... 4x preggos?  Let go my eggo?  Waffles? Nice eggs on front and back.  Used to have pants like those.  Pinkey and the Brain?  Time to take over the world?,Ilyana_Sylvania,0,0,0
2022-12-30 18:14:12+00:00,"@Nonethananyone @BLACKPINK Up to you. You can use any. Actually, I search long tweets for rosé unfortunately I only found this format. And I’m not good at the Korean language.",D0r0r09,1,1,0
2022-12-30 19:06:34+00:00,@BLACKPINKGLOBAL @BLACKPINK baby 🥺🥺🥺🥺🥺 @omfglalisa,imyoursjennie,3,0,0
2022-12-30 07:49:13+00:00,BLACKPINK MOVED TO BLACKLABEL?!?,ic0njisoo,0,0,0
2022-12-30 20:19:34+00:00,"Female Groups with most weeks on a Global Spotify Weekly Top Artist Chart:

63 @BLACKPINK*, Twice*
37 Little Mix
2 NewJeans*
1 The Ronettes*

(* indicates still charting) https://t.co/itDWPyPcbB",WorldwideBLINK,146,1,26
2022-12-30 14:01:05+00:00,@pinkscunts can’t wait to watch their stocks go 📉 now that blackpink is leaving 🤭🤭🤭,ctrhao,0,1,0
2022-12-30 07:48:37+00:00,Blackpink isn’t confirmed but oh my god?!?! YG exodus 😭😭,wooyoungify,0,0,0
2022-12-30 19:59:19+00:00,amo tanto a blackpink,KendraSolizM,1,0,0
2022-12-30 14:45:50+00:00,"Here’s a little clip of my karaoke couple months ago, 

Behold, the hidden member of blackpink https://t.co/vsOcDspdGL",KumokoTwt,11,2,2
2022-12-30 17:43:13+00:00,we’re slowly getting closer to the blackpink entertainment dream. we cheer,foxyblink,0,0,0
2022-12-30 08:15:50+00:00,@jenphor Omg they are Blackpink if they go to fashion show they can easily make an mv and other things,JennieR71243826,0,0,0
2022-12-30 09:23:20+00:00,baka kaya nilagay ang blackpink under black label para iwas disband like 2ne1 blackpink issue nun,exclusivelysasz,0,0,0
2022-12-30 16:31:13+00:00,"Isso mesmo, defendam as crias do Blackpink https://t.co/tZZlbRfcHX",grlning,0,0,0
2022-12-30 13:59:49+00:00,"@Seoul_Merchant SEVENTEEN
BTS
ENHYPEN
TXT
LE SSERAFIM
NEW JEANS
GIRLS GENERATION
RED VELVET
STRAY KIDS
BLACKPINK",Mrsbc7,0,0,0
2022-12-30 06:37:27+00:00,BLACKPINK NEXT.,walkawayn0w,0,0,0
2022-12-30 07:35:06+00:00,Literally me when I found out that there's a since 'pre-debut' fans. Like I cannot flex that I'm BLACKPINK fan since 2016 cuz bijj 👁️👄👁️,icybigwin,0,0,0
2022-12-30 13:34:57+00:00,@jinnisussybaka Samee- but reports are saying Blackpink will leave YG and sign with The Black Label 🥲,EjenHaliZum,1,1,0
2022-12-30 08:21:49+00:00,"Lol, they used Blackpink to promote the ngg😌",fruityeris,0,0,0
2022-12-30 17:34:00+00:00,"@imhrve this reminds me of the time where blackpink was gonna be called ""PINK PUNK""",10101010101101d,1,0,0
2022-12-30 12:41:46+00:00,"@kchartsmaster not blackpink, stop spreading the news",steurryskies,0,0,0
2022-12-30 22:14:05+00:00,"Blackpink, esp Lisa. In 2020, I was doing HYLT dance cover as Lisa, then continue to listen BP songs, then BTS, Itzy, aespa, twice, and unexpectedly fell for 2PM.",Istinura29,0,0,0
2022-12-30 06:19:30+00:00,"I'm not gonna write this new group off cause

A. They're signed to yg so it's already bad for them

B. All eyes will be on them cause imaging having to be the girl group that follows blackpink

C. We haven't heard or seen anything yet",taylenolivpink,2,0,0
2022-12-30 06:30:54+00:00,@ygent_official BLACKPINK will be the last group that I will stan from your company. Bye!,jenniealltheway,0,0,0
2022-12-30 08:36:33+00:00,"🗳️ | SMA 2022 • FANCAST

📊 | Votes added as of 5:35PM KST today:
#18 @BLACKPINK - 1,465 votes 🚨

📣 YOU. NEED. TO. VOTE.😠🫵🏻

TUTORIAL: https://t.co/ifxk55YRGI
#BLACKPINK    #블랙핑크 https://t.co/ck1MJPhKj6",BlinkVotingCrew,248,0,84
2022-12-30 08:47:07+00:00,Lol bc if blackpink left that company yg will be bankrupt fs,7amjen,0,0,0
2022-12-30 11:27:52+00:00,what's happening to blackpink? are they leaving or not? 😭,lovesickgel,0,0,0
2022-12-30 17:20:23+00:00,@LaliceUpdates @Spotify @BLACKPINK I am not hating Lisa but I think this one is correct playlist https://t.co/ddNln7JVh6,SwatiKu33177354,0,1,0
2022-12-30 07:54:20+00:00,@imhrve @bellesrose_s They are under and owned by YG the maximum blackpink will b doing is changing dorms,d4nihasopinions,0,0,0
2022-12-30 06:37:42+00:00,"Baby Monster is coming!

I wonder what's their group name going to be. Blackpink used to be Pink Punk.",ziggyamores,1,0,0
2022-12-30 10:14:20+00:00,@BBU_BLACKPINK @BLACKPINK it's not true until their contracts end👀 https://t.co/22yH2TScb3,4eva4bp,1,0,0
2022-12-30 06:47:49+00:00,IKON &amp; BLACKPINK LEFT YG ENT?!?!? WHAT THE F-,ch4erlvrz,5,3,0
2022-12-30 15:53:51+00:00,NAHH LMAOSOAOSB THIS IS THE FIRST POST YOU SEE AFTER SEARCHING BLACKPINK😭 https://t.co/iQ8jzU465m,jindigoo,121,1,10
2022-12-30 15:18:09+00:00,kard and blackpink,zimzalabimboi,0,0,0
2022-12-30 17:30:11+00:00,"@JohnsHousee i will be staying
it is my duty to serve twitter by ending bts and blackpink",blondedhanni,1,1,0
2022-12-30 06:36:42+00:00,BLACKPINK LEAVE YG??!!,petrichorbtch,0,0,0
2022-12-30 11:45:20+00:00,"wts lfb blackpink ph

PAYDAY/YEAR END SALE ❗❗❗

BLACKPINK PHOTOCARDS (See Pic For Prices)

MOP: GCASH
MOD: SCO/etc.
LOC: QC

jennie jisoo lisa rosé 
born pink the album

Reply Marked PC to Claim https://t.co/Fx7iMPIpP4",ejbudolz,1,0,1
2022-12-30 07:45:00+00:00,@ygent_official wow❤️thankyou for this such a wonderful news and yet still hate u yg for how u treat ur artist why they left:(( please be good to this new girl group and we as blink were gonna take care this girl group too as much how we love to blackpink too✨💙 @ygofficialblink @ygent_official,iluvsooya2,0,0,0
2022-12-30 07:08:20+00:00,@imsinging_LALA Yg doesn’t have the same reputation as they used to and it’ll be hard to top blackpink too. It’s one big wall the gg will have to overcome. I’m interested to see what yg will do,10vesha,0,0,0
2022-12-30 17:32:53+00:00,@theboudd @BLACKPINKSTATS5 @BLACKPINK um.. im sorry to say this but it says “female” 💀,gyuspink,1,0,0
2022-12-30 06:58:46+00:00,@kim75463428 @kchartsmaster Blackpink have a stadium tour next year and today is taehyung birthday right?,nothuman321,1,0,0
2022-12-30 14:30:31+00:00,"WTS TIKET BLACKPINK BORN PINK IN JAKARTA

CAT 1 DAY 1 left (1 tiket)
CAT 2 DAY 1 (3 tiket) booked 3 tiket
CAT 1 DAY 2 left (1 tiket)
CAT 2 DAY 2 (5 tiket) booked 1 tiket

COD Jakarta✅
Trusted ✅
Proof, KTP, VC, sosmed✅
no fee✅
#BLACKPINK_WORLDTOUR",kyudimarkeu,0,0,0
2022-12-30 15:33:22+00:00,"@IIadymarmaIade @savvycakestan @pinkIovesick If lesserafim is cringe, blackpink is…",feelsIikeheavn,4,1,0
2022-12-30 07:44:24+00:00,"@Koreaboo YG really pulling an 2NE1 move on BLACKPINK, history repeats itself",stay_somina,60,2,2
2022-12-30 11:52:03+00:00,YG Entertainment Responds To Rumors Of #BLACKPINK Leaving The Company via @Koreaboo https://t.co/AWU5tX4Jn0,BNN_Breaking,0,0,0
2022-12-30 13:07:04+00:00,"#thmilovesells_updates

BLACKPINK BORN PINK TOUR MERCH HOODIE SECURED! ✨ https://t.co/G0bGwoYWIv",taehyungmilove_,3,0,0
2022-12-30 15:16:34+00:00,@PopBase So they re-signed to stay as blackpink? Is their 7 years up already?,caitlinkelly555,0,0,0
2022-12-30 14:32:08+00:00,@thedivestudios BLACKPINK,icinoshy,0,0,0
2022-12-30 09:34:48+00:00,“strongly denied” cz they don’t wanna lose blackpink😵‍💫 then treat them better dong ah elu @ygent_official,lovinrubyjane,0,0,0
2022-12-30 06:58:52+00:00,"@kordeilogy EAXCTLY like people need to understand that blackpink is big to the point where nobody can replace them. So if y’all stan the new gg nothing’s gonna happen to blackpink. Me personally, imma tune in",Lixerro_rh,2,1,0
2022-12-30 09:18:09+00:00,"Right next to youuuu

#JENNIE #jennierubyjane @ygofficialblink @BLACKPINK  https://t.co/TSftunMt6h",icecoldfire_,1,0,0
2022-12-30 07:29:53+00:00,"literally woke up to ikon departure from yg, news of blackpink reportedly moving to tbl, and now ygngg annoucement 🤡",luvchillsuk,0,0,0
2022-12-30 06:41:46+00:00,WAIT WE CAN GET BLACKPINK FT SOMI,highupgrls,2,0,0
2022-12-30 06:33:40+00:00,@pinkssfav @thvsj_ @PopBase Antis keep  tweeting shit about bp while blackpink doing concert and filling their bank acc with those dollar bills while antis getting nothing except anger after seeing bps success like hahahahhaa,Blink_207,4,0,0
2022-12-30 07:10:18+00:00,@my_JJLR4 @BLACKPINK the dangerous youthful spots are all over,thederpyemerald,0,1,0
2022-12-30 08:11:15+00:00,i still need the girls to leave that company and start their own instead...yg doesn't deserve blackpink,vintagelisa0327,0,0,0
2022-12-30 08:09:25+00:00,yg is never releasing blackpink im afraid,neovnm,0,1,0
2022-12-30 09:15:57+00:00,"million dollars forehead

#LISA #LALISA #BLACKPINK",LisaAceOfKpop,11,0,8
2022-12-30 08:01:29+00:00,@BBU_BLACKPINK @BLACKPINK Strongly denied 😭😂,fckoffbtch__,46,0,0
2022-12-30 06:38:14+00:00,does blackpink know theyve already left yg ent. 😭😭😭😭,oxiegene_,0,0,0
2022-12-30 22:52:33+00:00,@BLACKPINK BLACKBK PINK ROSE JEANNIE Jisoo LISA video lucu Oke 🤣🤣🤣 video YouTube video editor video 2023 bisa oke. Video YouTube video lucu Oke 🤣🤣🤣 video YouTube video editor,SyafitraRio,0,0,0
2022-12-30 20:57:48+00:00,@elena_drye Perfect opportunity! How many are there? 11 or 12?,born_blackpink,0,1,0
2022-12-30 10:47:32+00:00,@koreannewspl FREE BLACKPINK,kpopisthebest69,2,0,0
2022-12-30 13:53:57+00:00,@thedivestudios blackpink hehe,hyungwonista_,0,0,0
2022-12-30 10:53:44+00:00,@Fragon_Frez Done for #BLACKPINK #ROSÉ https://t.co/kDhtfcGk2a,farrukh1930,0,0,0
2022-12-30 14:17:42+00:00,"@Seoul_Merchant seventeen
iKON
treasure
Blackpink
IVE
Le sserafim 
Twice
aespa
Red velvet
exo",8starsemenem,0,0,0
2022-12-30 22:33:15+00:00,"All 7 members of YGNGG were reportedly present at BLACKPINK's Born Pink Concert in Seoul back in October.

#ygngg #blackpink #bornpink #jennie #jisoo #rosé #lisa https://t.co/kBgdFJx7I8",gomenne666,0,0,0
2022-12-30 23:05:13+00:00,@kchartsmaster @_IUofficial @limyoungwoong @BTS_twt @IVE_twt @BLACKPINK @G_I_DLE @aespa_official @NewJeans_ADOR @TAEYEONsmtown @YG_GlobalVIP IU being the queen that she is,luvmesomejasper,6,0,0
2022-12-30 06:44:45+00:00,so blackpink got evicted fr,sapphicsomi,1,0,0
2022-12-30 10:04:10+00:00,FREE BLACKPINK,fairysmidnight,0,0,0
2022-12-30 07:34:29+00:00,@godislaIisa @ygent_official I'm having a deja vu cause didn't 2ne1 fans used to say this to blackpink?,baelxry,23,0,2
2022-12-30 07:57:45+00:00,Lisa edit on Tukoh taka # Credits to the rightful owner ✨# Jennie # Blackpink # concert # FIFA https://t.co/cVl8quPnyi,Whiteghost_2911,2,0,0
2022-12-30 07:38:08+00:00,"#BLACKPINK , I know literally ost. Links see the rumored #THEBLACKLABEL and blackpink going into full contracts and now noticing right afterwards the so called “informant” leaked it 3 hours later YG posts about their New GG . And now you guys are actually waking up to this -",Bubblyhanma,1,1,0
2022-12-30 09:55:58+00:00,"Earlier this week Taeyang and Teddy also left YG and moved to The Black Label. Since Teddy writes and produces basically all of Blackpink's music, them following him makes sense. iKon also left YG yesterday, and I wouldn't be surprised to see them sign with TBL either.",_jodyjody,0,0,0
2022-12-30 06:57:43+00:00,"wts - blackpink x oreo

💵 harga mulai dari 25.000/pcs

💫 random photocard
💫 sealed
💫 available : 1 box alias 16pcs (siap kirim)

✅ price included adm 🍊
✅ free packing, bisa cargo
✅ can shipping worldwide

t. 블랙핑그 양도 포토카드 포카 wtb https://t.co/rholSV36Yk",mencariwishlist,1,3,0
2022-12-30 18:28:29+00:00,@SwatiKu33177354 @LaliceUpdates @Spotify @BLACKPINK Nope this one's mine https://t.co/5gpBDDxd35,taylisaaaa,1,0,0
2022-12-30 11:13:35+00:00,blinks under this tweet behaving the same way blackjacks did under blackpink’s debut announcement… we really have come full circle,seoksica,22,1,1
2022-12-30 07:02:46+00:00,"wtf? yg please give us a break. today we learned that blackpink and taeyang is moving to tbl while kang dong won, ikon and daesung are leaving, and now a new girl group will debut?! i mean, i'll support them but please give us a break 😭✋",trsr_twlv,0,0,0
2022-12-30 16:05:39+00:00,"@lehedges @PICOXR @TomFfiske @Bertaroo Thanks for the heads up! I will surely have a look! 

Are they the blackpink?",SkarredGhost,1,0,0
2022-12-30 15:10:28+00:00,"@sambIink @goofy_4jk @spotify_data @chartsblackpink @BTS_twt @Imaginedragons @coldplay @ArcticMonkeys @SUICIDEBOYS @maroon5 @onedirection @QueenWillRock @BLACKPINK @thenbhd Getting famous is much easier for females nowadays ,it's a sad truth but you can't deny even it, sometimes female celebrities only because of body,beauty or modeling... getting famous before  their talent , beside Taylor is a female &amp; broke all the records",ati_ot7,1,0,0
2022-12-30 14:56:05+00:00,@soobyaaa__ i mean it’s not like they let blackpink do anything anyway. like i swear they’ve only got one album yet have been together for so many years. it’s so odd tbh,jjunlver,0,0,0
2022-12-30 15:11:58+00:00,Several artists have already left #YGEntertainment and have gone to other labels such as #iKON. #BLACKPINK will most likely leave as well. #iKONFREEDOM #JENNIE #JENNIEKIM #LISA #KPOP,GabrielOody,1,0,0
2022-12-30 11:09:50+00:00,"D4 hit 1b at the beginning of 2019, year Blackpink performed at Coachella 

D4 is hitting 2 billion in 2023 the year Blackpink is rumored to headline Coachella

APRIL COMEBACK",janerubymarr,2,0,0
2022-12-30 18:51:38+00:00,"@soompi BUT???? YGGG, And what will happen to Blackpink?",sofi_staaaaayy,0,0,0
2022-12-30 08:04:03+00:00,@BBU_BLACKPINK @BLACKPINK YG pulling the Blackpink card...,lalalisayaaaaah,1,0,0
2022-12-30 23:58:00+00:00,i love blackpink,isalbbh,2,0,0
2022-12-30 20:13:42+00:00,@feeImyreve @PopBase blackpink only,LALISAoficiaI,1,0,0
2022-12-30 16:01:49+00:00,Kpop stans want blackpink to disband so bad it's insane actually,bpvisualsss,324,12,41
2022-12-30 10:37:21+00:00,blackpink,jiewinokt,0,0,0
2022-12-30 20:57:05+00:00,I see capybara tomorrow very excited,born_blackpink,2,0,0
2022-12-30 12:19:11+00:00,realized that these girls will get songs that supposed to be for blackpink which was supposed to be for 2ne- https://t.co/6ChpAgXzAZ,theemork,34,1,1
2022-12-30 14:43:19+00:00,"@BLINKSTATS It's true... [Current situation]
Blackpink is bigger than YGE. https://t.co/Dv2ade9V4R",AImtiaz9,10,0,0
2022-12-30 08:53:36+00:00,"blackpink entertainment in your area

https://t.co/Z7H64hdAtT",mingyufucker,6,0,0
2022-12-30 09:19:45+00:00,"@ChinaMusicData KOREAN PLATFORMS??? NO WHERE LMAO, BLACKPINK IS TOPPING BIGGEST PLATFORMS HAHAHA",chichi__chu,10,0,0
2022-12-30 11:30:58+00:00,IKON AND BLACKPINK ARE LEAVING YG????,ranblush,1,0,0
2022-12-30 22:52:04+00:00,@kchartsmaster @IVE_twt @BLACKPINK @G_I_DLE @aespa_official @NewJeans_ADOR @RVsmtown @JYPETWICE @ITZYofficial @WM_OHMYGIRL @le_sserafim Ivepink on top 🫂,Wonydom6,19,0,1
2022-12-30 16:48:46+00:00,"for the CHANNIE’s 🫣!?!?!?!?

#Jennie #Rosé #Channie #BLACKPINK https://t.co/Fc3Ui7NtFr",jessicanguy3n,1,0,1
2022-12-30 06:25:29+00:00,"Uhm wait hold on SO MANY THINGS HAPPENING in kpop twt today specifically yg 🥹

So apparently groups left yg plus blackpink but moved to black label then theres a new yg gg WHAT IS GOING ON 😭😭😭",bearries_art,1,0,1
2022-12-30 20:52:29+00:00,"🚨 [SMA 2022 | Main]

Mass Voting has started BLINKS! Drop your votes now 

Tutorials:https://t.co/Tn13DLs2UA
Gift hearts:bpvt
Download Fancast
Playstore: https://t.co/UFBWcFJXzW
Appstore: https://t.co/OBP7jU51PB

#BLACKPINK  @BLACKPINK https://t.co/qyng8jrD0u",A26098478Phc,0,0,0
2022-12-30 09:31:52+00:00,All the bigbang iKON and blackpink fiasco for this 😭,MagnificentLJH,0,0,0
2022-12-30 11:37:56+00:00,"#BLACKPINK_WORLDTOUR
#BLACKPINK
#YGEntertainment
What's the TRUTH 

https://t.co/DnqjHChMT6",JoBrown101,0,1,0
2022-12-30 09:31:47+00:00,Blackpink entertainment is trending...as it should,My8kzkings,0,0,0
2022-12-30 11:44:00+00:00,"@Evenpro Dua Lipa, blackpink, Evanescence, Karol G, BTS",kudai2010,1,0,0
2022-12-30 19:08:45+00:00,@AboutMusicYT and blackpink?,storyofaquarius,0,6,0
2022-12-30 06:28:18+00:00,@ygent_official ALL LET'S SAY THANK YOU BLACKPINK,xyoungwonn,0,0,0
2022-12-30 06:35:02+00:00,"@natsuyuni @SoyTyago @godislaIisa @caenuty @ygent_official mind you that lisa is famous together with blackpink. without debuting IN blackpink, she’s nowhere now.",its_asyrafx,11,1,1
2022-12-30 06:42:32+00:00,"@ev1ct1on1st @Koreaboo This news is not confirm yet and if this is true I think this move is great.
TBL will focus on Blackpink since the CEO is their producer and YG will have YGNGG.
What a marketing strategy YG Entertainment",imAina26,6,0,0
2022-12-30 07:41:04+00:00,BLACKPINK ENTERTAINMENT 4EVER #BLACKPINK,Khue0411,0,0,0
2022-12-30 08:07:41+00:00,"for me, its weird to stanned groups whose younger than you... so yeah... blackpink will be the last Kpop group I stan",jsdiorcart,0,0,0
2022-12-30 20:58:41+00:00,"@Melomaniacos_br ateez, enhypen, txt, stray kids, blackpink",maraclaraao,2,0,0
