Tanggal,Tweet,Username,Likes,Replies,Retweets,Sentimen,Sentimen Label
2022-12-30 23:55:52+00:00,trsr stans deluding fave group sustain yge uhm earnings small portion blackpink earned soon new gg even surpass,mangoxx123,0.0,0.0,0.0,-0.05681818181818182,negatif
2022-12-30 09:56:48+00:00,wts tiket blackpink born pink jakarta cat 1 day 1 left 1 tiket cat 2 day 1 3 tiket booked 3 tiket cat 1 day 2 left 1 tiket cat 2 day 2 5 tiket booked 1 tiket cod jakarta trusted proof ktp vc sosmed fee cicilan sampai harih,kyudimarkeu,0.0,0.0,0.0,-0.03333333333333333,negatif
2022-12-30 16:33:01+00:00,holy four blackpink httpstco7h1kvduqo6,minimrvrdm,3.0,0.0,0.0,0.0,netral
2022-12-30 07:07:10+00:00,like blackpink prettier,Pingpu_per,0.0,0.0,0.0,0.0,netral
2022-12-30 09:19:54+00:00,blackpink went one basement another,jwchanel,1.0,0.0,0.0,0.0,netral
2022-12-30 07:59:58+00:00,bbu_blackpink blackpink give u jisoo solo update,lynnlynnhtwe,0.0,0.0,0.0,0.0,netral
2022-12-30 20:34:33+00:00,garbeyge fact 4 rampb album released streaming era youre comparing 2020 gay pop album blackpink collab way thought ate,RElNASSANCE,26.0,0.0,1.0,0.4166666666666667,positif
2022-12-30 06:34:40+00:00,gainpinkmoots blackpink entertainment,nikil0v3b0t,0.0,0.0,0.0,0.0,netral
2022-12-30 08:26:16+00:00,bbu_blackpink blackpink theblacklabel way address issue announcement new gg something something yg would,theanthemlead,0.0,0.0,0.0,0.13636363636363635,positif
2022-12-30 11:38:39+00:00,xsxions like thought meant blackpink genuinely thought gon na correct context kind gagged,keitAboo_offcl,1.0,1.0,0.0,0.5,positif
2022-12-30 09:55:58+00:00,blackpink bpm roll 5 httpstco2pq7vh9z19 via youtube mambow number 5 remix duplicate 4x preggos let go eggo waffle nice egg front back used pant like pinkey brain time take world,Ilyana_Sylvania,0.0,0.0,0.0,0.3,positif
2022-12-30 18:14:12+00:00,nonethananyone blackpink use actually search long tweet rosé unfortunately found format im good korean language,D0r0r09,1.0,1.0,0.0,0.03749999999999998,positif
2022-12-30 19:06:34+00:00,blackpinkglobal blackpink baby omfglalisa,imyoursjennie,3.0,0.0,0.0,0.0,netral
2022-12-30 07:49:13+00:00,blackpink moved blacklabel,ic0njisoo,0.0,0.0,0.0,0.0,netral
2022-12-30 20:19:34+00:00,female group week global spotify weekly top artist chart 63 blackpink twice 37 little mix 2 newjeans 1 ronettes indicates still charting httpstcoitdwpypcbb,WorldwideBLINK,146.0,1.0,26.0,0.078125,positif
2022-12-30 14:01:05+00:00,pinkscunts cant wait watch stock go blackpink leaving,ctrhao,0.0,1.0,0.0,0.0,netral
2022-12-30 07:48:37+00:00,blackpink isnt confirmed oh god yg exodus,wooyoungify,0.0,0.0,0.0,0.4,positif
2022-12-30 19:59:19+00:00,amo tanto blackpink,KendraSolizM,1.0,0.0,0.0,0.0,netral
2022-12-30 14:45:50+00:00,here little clip karaoke couple month ago behold hidden member blackpink httpstcovsocdspdgl,KumokoTwt,11.0,2.0,2.0,-0.17708333333333331,negatif
2022-12-30 17:43:13+00:00,slowly getting closer blackpink entertainment dream cheer,foxyblink,0.0,0.0,0.0,-0.30000000000000004,negatif
2022-12-30 08:15:50+00:00,jenphor omg blackpink go fashion show easily make mv thing,JennieR71243826,0.0,0.0,0.0,0.43333333333333335,positif
2022-12-30 09:23:20+00:00,baka kaya nilagay ang blackpink black label para iwas disband like 2ne1 blackpink issue nun,exclusivelysasz,0.0,0.0,0.0,-0.16666666666666666,negatif
2022-12-30 16:31:13+00:00,isso mesmo defendam crias blackpink httpstcotzzlbrfchx,grlning,0.0,0.0,0.0,0.0,netral
2022-12-30 13:59:49+00:00,seoul_merchant seventeen bts enhypen txt le sserafim new jean girl generation red velvet stray kid blackpink,Mrsbc7,0.0,0.0,0.0,0.06818181818181818,positif
2022-12-30 06:37:27+00:00,blackpink next,walkawayn0w,0.0,0.0,0.0,0.0,netral
2022-12-30 07:35:06+00:00,literally found there since predebut fan like flex im blackpink fan since 2016 cuz bijj,icybigwin,0.0,0.0,0.0,0.0,netral
2022-12-30 13:34:57+00:00,jinnisussybaka samee report saying blackpink leave yg sign black label,EjenHaliZum,1.0,1.0,0.0,-0.16666666666666666,negatif
2022-12-30 08:21:49+00:00,lol used blackpink promote ngg,fruityeris,0.0,0.0,0.0,0.8,positif
2022-12-30 17:34:00+00:00,imhrve reminds time blackpink gon na called pink punk,10101010101101d,1.0,0.0,0.0,-0.1,negatif
2022-12-30 12:41:46+00:00,kchartsmaster blackpink stop spreading news,steurryskies,0.0,0.0,0.0,0.0,netral
2022-12-30 22:14:05+00:00,blackpink esp lisa 2020 hylt dance cover lisa continue listen bp song bts itzy aespa twice unexpectedly fell 2pm,Istinura29,0.0,0.0,0.0,0.1,positif
2022-12-30 06:19:30+00:00,im gon na write new group cause theyre signed yg already bad b eye cause imaging girl group follows blackpink c havent heard seen anything yet,taylenolivpink,2.0,0.0,0.0,-0.28181818181818175,negatif
2022-12-30 06:30:54+00:00,ygent_official blackpink last group stan company bye,jenniealltheway,0.0,0.0,0.0,0.0,netral
2022-12-30 08:36:33+00:00,sma 2022 fancast vote added 535pm kst today 18 blackpink 1465 vote need vote tutorial httpstcoifxk55yrgi blackpink 블랙핑크 httpstcock1mjphkj6,BlinkVotingCrew,248.0,0.0,84.0,0.0,netral
2022-12-30 08:47:07+00:00,lol bc blackpink left company yg bankrupt f,7amjen,0.0,0.0,0.0,0.4,positif
2022-12-30 11:27:52+00:00,whats happening blackpink leaving,lovesickgel,0.0,0.0,0.0,0.0,netral
2022-12-30 17:20:23+00:00,laliceupdates spotify blackpink hating lisa think one correct playlist httpstcoddnln7jvh6,SwatiKu33177354,0.0,1.0,0.0,0.0,netral
2022-12-30 07:54:20+00:00,imhrve bellesrose_s owned yg maximum blackpink b changing dorm,d4nihasopinions,0.0,0.0,0.0,0.0,netral
2022-12-30 06:37:42+00:00,baby monster coming wonder whats group name going blackpink used pink punk,ziggyamores,1.0,0.0,0.0,-0.1,negatif
2022-12-30 10:14:20+00:00,bbu_blackpink blackpink true contract end httpstco22yh2tscb3,4eva4bp,1.0,0.0,0.0,0.35,positif
2022-12-30 06:47:49+00:00,ikon amp blackpink left yg ent f,ch4erlvrz,5.0,3.0,0.0,0.0,netral
2022-12-30 15:53:51+00:00,nahh lmaosoaosb first post see searching blackpink httpstcoiq8jzu465m,jindigoo,121.0,1.0,10.0,0.25,positif
2022-12-30 15:18:09+00:00,kard blackpink,zimzalabimboi,0.0,0.0,0.0,0.0,netral
2022-12-30 17:30:11+00:00,johnshousee staying duty serve twitter ending bts blackpink,blondedhanni,1.0,1.0,0.0,0.0,netral
2022-12-30 06:36:42+00:00,blackpink leave yg,petrichorbtch,0.0,0.0,0.0,0.0,netral
2022-12-30 11:45:20+00:00,wts lfb blackpink ph paydayyear end sale blackpink photocards see pic price mop gcash mod scoetc loc qc jennie jisoo lisa rosé born pink album reply marked pc claim httpstcofx7impipp4,ejbudolz,1.0,0.0,1.0,0.06666666666666667,positif
2022-12-30 07:45:00+00:00,ygent_official wowthankyou wonderful news yet still hate u yg u treat ur artist left please good new girl group blink gon na take care girl group much love blackpink ygofficialblink ygent_official,iluvsooya2,0.0,0.0,0.0,0.25606060606060604,positif
2022-12-30 07:08:20+00:00,imsinging_lala yg doesnt reputation used itll hard top blackpink one big wall gg overcome im interested see yg,10vesha,0.0,0.0,0.0,0.11458333333333333,positif
2022-12-30 17:32:53+00:00,theboudd blackpinkstats5 blackpink um im sorry say say female,gyuspink,1.0,0.0,0.0,-0.25,negatif
2022-12-30 06:58:46+00:00,kim75463428 kchartsmaster blackpink stadium tour next year today taehyung birthday right,nothuman321,1.0,0.0,0.0,0.14285714285714285,positif
2022-12-30 14:30:31+00:00,wts tiket blackpink born pink jakarta cat 1 day 1 left 1 tiket cat 2 day 1 3 tiket booked 3 tiket cat 1 day 2 left 1 tiket cat 2 day 2 5 tiket booked 1 tiket cod jakarta trusted proof ktp vc sosmed fee blackpink_worldtour,kyudimarkeu,0.0,0.0,0.0,-0.03333333333333333,negatif
2022-12-30 15:33:22+00:00,iiadymarmaiade savvycakestan pinkiovesick lesserafim cringe blackpink,feelsIikeheavn,4.0,1.0,0.0,0.0,netral
2022-12-30 07:44:24+00:00,koreaboo yg really pulling 2ne1 move blackpink history repeat,stay_somina,60.0,2.0,2.0,0.2,positif
2022-12-30 11:52:03+00:00,yg entertainment responds rumor blackpink leaving company via koreaboo httpstcoawu5tx4jn0,BNN_Breaking,0.0,0.0,0.0,0.0,netral
2022-12-30 13:07:04+00:00,thmilovesells_updates blackpink born pink tour merch hoodie secured httpstcog0bgwoywiv,taehyungmilove_,3.0,0.0,0.0,-0.1,negatif
2022-12-30 15:16:34+00:00,popbase resigned stay blackpink 7 year already,caitlinkelly555,0.0,0.0,0.0,0.0,netral
2022-12-30 14:32:08+00:00,thedivestudios blackpink,icinoshy,0.0,0.0,0.0,0.0,netral
2022-12-30 09:34:48+00:00,strongly denied cz dont wan na lose blackpink treat better dong ah elu ygent_official,lovinrubyjane,0.0,0.0,0.0,0.24444444444444444,positif
2022-12-30 06:58:52+00:00,kordeilogy eaxctly like people need understand blackpink big point nobody replace yall stan new gg nothing gon na happen blackpink personally imma tune,Lixerro_rh,2.0,1.0,0.0,0.04545454545454545,positif
2022-12-30 09:18:09+00:00,right next youuuu jennie jennierubyjane ygofficialblink blackpink httpstcotsftunmt6h,icecoldfire_,1.0,0.0,0.0,0.14285714285714285,positif
2022-12-30 07:29:53+00:00,literally woke ikon departure yg news blackpink reportedly moving tbl ygngg annoucement,luvchillsuk,0.0,0.0,0.0,0.0,netral
2022-12-30 06:41:46+00:00,wait get blackpink ft somi,highupgrls,2.0,0.0,0.0,0.0,netral
2022-12-30 06:33:40+00:00,pinkssfav thvsj_ popbase anti keep tweeting shit bp blackpink concert filling bank acc dollar bill anti getting nothing except anger seeing bps success like hahahahhaa,Blink_207,4.0,0.0,0.0,-0.19999999999999996,negatif
2022-12-30 07:10:18+00:00,my_jjlr4 blackpink dangerous youthful spot,thederpyemerald,0.0,1.0,0.0,-0.6,negatif
2022-12-30 08:11:15+00:00,still need girl leave company start insteadyg doesnt deserve blackpink,vintagelisa0327,0.0,0.0,0.0,0.0,netral
2022-12-30 08:09:25+00:00,yg never releasing blackpink im afraid,neovnm,0.0,1.0,0.0,-0.6,negatif
2022-12-30 09:15:57+00:00,million dollar forehead lisa lalisa blackpink,LisaAceOfKpop,11.0,0.0,8.0,0.0,netral
2022-12-30 08:01:29+00:00,bbu_blackpink blackpink strongly denied,fckoffbtch__,46.0,0.0,0.0,0.4333333333333333,positif
2022-12-30 06:38:14+00:00,blackpink know theyve already left yg ent,oxiegene_,0.0,0.0,0.0,0.0,netral
2022-12-30 22:52:33+00:00,blackpink blackbk pink rose jeannie jisoo lisa video lucu oke video youtube video editor video 2023 bisa oke video youtube video lucu oke video youtube video editor,SyafitraRio,0.0,0.0,0.0,0.25,positif
2022-12-30 20:57:48+00:00,elena_drye perfect opportunity many 11 12,born_blackpink,0.0,1.0,0.0,0.75,positif
2022-12-30 10:47:32+00:00,koreannewspl free blackpink,kpopisthebest69,2.0,0.0,0.0,0.4,positif
2022-12-30 13:53:57+00:00,thedivestudios blackpink hehe,hyungwonista_,0.0,0.0,0.0,0.0,netral
2022-12-30 10:53:44+00:00,fragon_frez done blackpink rosé httpstcokdhtfcgk2a,farrukh1930,0.0,0.0,0.0,0.0,netral
2022-12-30 14:17:42+00:00,seoul_merchant seventeen ikon treasure blackpink ive le sserafim twice aespa red velvet exo,8starsemenem,0.0,0.0,0.0,0.0,netral
2022-12-30 22:33:15+00:00,7 member ygngg reportedly present blackpinks born pink concert seoul back october ygngg blackpink bornpink jennie jisoo rosé lisa httpstcokbgdfjx7i8,gomenne666,0.0,0.0,0.0,-0.03333333333333333,negatif
2022-12-30 23:05:13+00:00,kchartsmaster _iuofficial limyoungwoong bts_twt ive_twt blackpink g_i_dle aespa_official newjeans_ador taeyeonsmtown yg_globalvip iu queen,luvmesomejasper,6.0,0.0,0.0,0.0,netral
2022-12-30 06:44:45+00:00,blackpink got evicted fr,sapphicsomi,1.0,0.0,0.0,0.0,netral
2022-12-30 10:04:10+00:00,free blackpink,fairysmidnight,0.0,0.0,0.0,0.4,positif
2022-12-30 07:34:29+00:00,godislaiisa ygent_official im deja vu cause didnt 2ne1 fan used say blackpink,baelxry,23.0,0.0,2.0,0.0,netral
2022-12-30 07:57:45+00:00,lisa edit tukoh taka credit rightful owner jennie blackpink concert fifa httpstcocvl8qupnyi,Whiteghost_2911,2.0,0.0,0.0,0.0,netral
2022-12-30 07:38:08+00:00,blackpink know literally ost link see rumored theblacklabel blackpink going full contract noticing right afterwards called informant leaked 3 hour later yg post new gg guy actually waking,Bubblyhanma,1.0,1.0,0.0,0.1544155844155844,positif
2022-12-30 09:55:58+00:00,earlier week taeyang teddy also left yg moved black label since teddy writes produce basically blackpinks music following make sense ikon also left yg yesterday wouldnt surprised see sign tbl either,_jodyjody,0.0,0.0,0.0,-0.011111111111111108,negatif
2022-12-30 06:57:43+00:00,wts blackpink x oreo harga mulai dari 25000pcs random photocard sealed available 1 box alias 16pcs siap kirim price included adm free packing bisa cargo shipping worldwide 블랙핑그 양도 포토카드 포카 wtb httpstcorholsv36yk,mencariwishlist,1.0,3.0,0.0,0.10000000000000002,positif
2022-12-30 18:28:29+00:00,swatiku33177354 laliceupdates spotify blackpink nope one mine httpstco5gpbddxd35,taylisaaaa,1.0,0.0,0.0,0.0,netral
2022-12-30 11:13:35+00:00,blink tweet behaving way blackjack blackpinks debut announcement really come full circle,seoksica,22.0,1.0,1.0,0.275,positif
2022-12-30 07:02:46+00:00,wtf yg please give u break today learned blackpink taeyang moving tbl kang dong ikon daesung leaving new girl group debut mean ill support please give u break,trsr_twlv,0.0,0.0,0.0,-0.29403409090909094,negatif
2022-12-30 16:05:39+00:00,lehedges picoxr tomffiske bertaroo thanks head surely look blackpink,SkarredGhost,1.0,0.0,0.0,0.35,positif
2022-12-30 15:10:28+00:00,sambiink goofy_4jk spotify_data chartsblackpink bts_twt imaginedragons coldplay arcticmonkeys suicideboys maroon5 onedirection queenwillrock blackpink thenbhd getting famous much easier female nowadays sad truth cant deny even sometimes female celebrity bodybeauty modeling getting famous talent beside taylor female amp broke record,ati_ot7,1.0,0.0,0.0,0.09999999999999999,positif
2022-12-30 14:56:05+00:00,soobyaaa__ mean like let blackpink anything anyway like swear theyve got one album yet together many year odd tbh,jjunlver,0.0,0.0,0.0,0.0069444444444444475,positif
2022-12-30 15:11:58+00:00,several artist already left ygentertainment gone label ikon blackpink likely leave well ikonfreedom jennie jenniekim lisa kpop,GabrielOody,1.0,0.0,0.0,0.0,netral
2022-12-30 11:09:50+00:00,d4 hit 1b beginning 2019 year blackpink performed coachella d4 hitting 2 billion 2023 year blackpink rumored headline coachella april comeback,janerubymarr,2.0,0.0,0.0,0.0,netral
2022-12-30 18:51:38+00:00,soompi yggg happen blackpink,sofi_staaaaayy,0.0,0.0,0.0,0.0,netral
2022-12-30 08:04:03+00:00,bbu_blackpink blackpink yg pulling blackpink card,lalalisayaaaaah,1.0,0.0,0.0,0.0,netral
2022-12-30 23:58:00+00:00,love blackpink,isalbbh,2.0,0.0,0.0,0.5,positif
2022-12-30 20:13:42+00:00,feeimyreve popbase blackpink,LALISAoficiaI,1.0,0.0,0.0,0.0,netral
2022-12-30 16:01:49+00:00,kpop stans want blackpink disband bad insane actually,bpvisualsss,324.0,12.0,41.0,-0.5666666666666665,negatif
2022-12-30 10:37:21+00:00,blackpink,jiewinokt,0.0,0.0,0.0,0.0,netral
2022-12-30 20:57:05+00:00,see capybara tomorrow excited,born_blackpink,2.0,0.0,0.0,0.375,positif
2022-12-30 12:19:11+00:00,realized girl get song supposed blackpink supposed 2ne httpstco6chpagxzaz,theemork,34.0,1.0,1.0,0.0,netral
2022-12-30 14:43:19+00:00,blinkstats true current situation blackpink bigger yge httpstcodv2ade9v4r,AImtiaz9,10.0,0.0,0.0,0.11666666666666665,positif
2022-12-30 08:53:36+00:00,blackpink entertainment area httpstcoz7h64hdatt,mingyufucker,6.0,0.0,0.0,0.0,netral
2022-12-30 09:19:45+00:00,chinamusicdata korean platform lmao blackpink topping biggest platform hahaha,chichi__chu,10.0,0.0,0.0,0.4,positif
2022-12-30 11:30:58+00:00,ikon blackpink leaving yg,ranblush,1.0,0.0,0.0,0.0,netral
2022-12-30 22:52:04+00:00,kchartsmaster ive_twt blackpink g_i_dle aespa_official newjeans_ador rvsmtown jypetwice itzyofficial wm_ohmygirl le_sserafim ivepink top,Wonydom6,19.0,0.0,1.0,0.5,positif
2022-12-30 16:48:46+00:00,channies jennie rosé channie blackpink httpstcofc3ui7ntfr,jessicanguy3n,1.0,0.0,1.0,0.0,netral
2022-12-30 06:25:29+00:00,uhm wait hold many thing happening kpop twt today specifically yg apparently group left yg plus blackpink moved black label there new yg gg going,bearries_art,1.0,0.0,1.0,0.10393939393939396,positif
2022-12-30 20:52:29+00:00,sma 2022 main mass voting started blink drop vote tutorialshttpstcotn13dls2ua gift heartsbpvt download fancast playstore httpstcoufbwcfjxzw appstore httpstcoobp7ju51pb blackpink blackpink httpstcoqyng8jrd0u,A26098478Phc,0.0,0.0,0.0,0.16666666666666666,positif
2022-12-30 09:31:52+00:00,bigbang ikon blackpink fiasco,MagnificentLJH,0.0,0.0,0.0,0.0,netral
2022-12-30 11:37:56+00:00,blackpink_worldtour blackpink ygentertainment whats truth httpstcodnqjhchmt6,JoBrown101,0.0,1.0,0.0,0.0,netral
2022-12-30 09:31:47+00:00,blackpink entertainment trendingas,My8kzkings,0.0,0.0,0.0,0.0,netral
2022-12-30 11:44:00+00:00,evenpro dua lipa blackpink evanescence karol g bts,kudai2010,1.0,0.0,0.0,0.0,netral
2022-12-30 19:08:45+00:00,aboutmusicyt blackpink,storyofaquarius,0.0,6.0,0.0,0.0,netral
2022-12-30 06:28:18+00:00,ygent_official let say thank blackpink,xyoungwonn,0.0,0.0,0.0,0.0,netral
2022-12-30 06:35:02+00:00,natsuyuni soytyago godislaiisa caenuty ygent_official mind lisa famous together blackpink without debuting blackpink shes nowhere,its_asyrafx,11.0,1.0,1.0,0.5,positif
2022-12-30 06:42:32+00:00,ev1ct1on1st koreaboo news confirm yet true think move great tbl focus blackpink since ceo producer yg ygngg marketing strategy yg entertainment,imAina26,6.0,0.0,0.0,0.575,positif
2022-12-30 07:41:04+00:00,blackpink entertainment 4ever blackpink,Khue0411,0.0,0.0,0.0,0.0,netral
2022-12-30 08:07:41+00:00,weird stanned group whose younger yeah blackpink last kpop group stan,jsdiorcart,0.0,0.0,0.0,-0.16666666666666666,negatif
2022-12-30 20:58:41+00:00,melomaniacos_br ateez enhypen txt stray kid blackpink,maraclaraao,2.0,0.0,0.0,0.0,netral
2022-12-30 08:40:29+00:00,ygent_official blackpink ygentertainment httpstcoxrgetlijok,xy_zm27,0.0,0.0,0.0,0.0,netral
2022-12-30 21:02:28+00:00,31 yeah yeah yeah blackpink 75 scrobbles la mejor de born pink httpstco5beibv9cms,Ihiddenkard,1.0,1.0,0.0,-0.1,negatif
2022-12-30 08:35:10+00:00,lioonemorepixel yg strongly denied blackpink going black label,_naruto_fan_pr,0.0,1.0,0.0,0.1333333333333333,positif
2022-12-30 14:01:43+00:00,seoul_merchant 1 enhypen 2 bts 3 got7 4 blackpink 5 twice 6 txt 7 monsta x 8itzy 9ive 10seventeen,elaine_aurelio,0.0,0.0,0.0,0.0,netral
2022-12-30 08:26:36+00:00,bigbang member leaving blackpink leaving rumor ikon leavingyg must sweating httpstcoghbgdr7ug0,BeawBeawGaming,0.0,0.0,0.0,0.0,netral
2022-12-30 08:36:34+00:00,long di sila madidisband better treatment member mag solo debut si jisoo blackpink sub unit comeback ni nini etc,_glazyy,3.0,0.0,0.0,0.225,positif
2022-12-30 08:22:56+00:00,rumor blackpink leaving yg true yall lmao,elleinnaa,4.0,3.0,0.0,0.475,positif
2022-12-30 06:30:40+00:00,jizhyuks really deserves better yg ent trash yang hyun suk left amd family crashed save treasure blackpink trash,binnie0327,0.0,0.0,0.0,0.2333333333333333,positif
